ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Hot Water (L),Cold Water (L),Star Rating (old),Star Image Large,Star Image Small,Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ZEROWATT,9,,60,,640,"Standard, cold, level 8 (Soak, Wash, Rinse, Spin)",,FALSE,Dual,China,TRUE,615,Non Drum,990,,No,Top,Impeller,XQB90-955,,AS/NZS 2040.1:2005/Amdt 3:2010,2.294778121,2,0,1.92,"Standard, cold & hot, level 8 (Soak, Wash, Rinse, Spin)",Australia,0.76,92509,Approved,90,0,Non-Drum,0.845,605,27/08/20,,Single product class,Unavailable,http://www.candy-group.com/,,90,132,132,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0324
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIEMENS,8,,,,314,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,F15G,F15G,AS/NZS 2040.1:2005/Amdt 3:2010,4.007604605,4,0,0.589,"Cottons 60, Eco, 1400 rpm","Australia,New Zealand",0.416,92606,Approved,258,0,Drum,0.55891,,27/08/20,,Single product class,Available,,http://www.siemens-home.com.au/,258,57,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0323
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIEMENS,8,,,,314,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WM14P380AU,F15G,AS/NZS 2040.1:2005/Amdt 3:2010,4.007604605,4,0,0.589,"Cottons 60, Eco, 1400 rpm","Australia,New Zealand",0.416,92606,Approved,258,0,Drum,0.55891,,27/08/20,,Single product class,Available,,http://www.siemens-home.com.au/,258,57,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0323
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIEMENS,8,,,,314,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WM14P480AU,F15G,AS/NZS 2040.1:2005/Amdt 3:2010,4.007604605,4,0,0.589,"Cottons 60, Eco, 1400 rpm","Australia,New Zealand",0.416,92606,Approved,258,0,Drum,0.55891,,27/08/20,,Single product class,Available,,http://www.siemens-home.com.au/,258,57,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0323
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8.5,,,,329,,,FALSE,Dual,China,TRUE,645,Drum,850,,Yes on the warm wash program only,Front,,WH8560F1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.054214551,4,1.00E-05,0.1,"Cottons, 40 Deg C, Eco Rinse","Australia,New Zealand",0,92670,Approved,287,0,Drum,0.55,600,27/08/20,,Single product class,Available,,,287,61,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0322
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8,,,,319,,,FALSE,Dual,China,TRUE,645,Drum,850,,Yes on the warm wash program only,Front,,WH8060F1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.069589334,4,1.00E-05,0.1,"Cottons, 40 Deg C, Eco Rinse","Australia,New Zealand",0,92779,Approved,283,0,Drum,0.51,600,28/08/20,,Single product class,Available,,,283,57,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0326
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,8,,,,320,,,FALSE,Cold,Germany,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WAW28460AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.009006777,4,0,0.687,"Cottons 60, EcoPerfect, 1400rpm","Australia,New Zealand",0.101,92970,Approved,258,0,Drum,0.53597,,09/09/20,,Single product class,Available,,http://www.bosch-home.com.au/,260,57,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0329
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,,201,,318,"Intensive, Soak, Cold, 1400 rpm",70.1,TRUE,Cold,South Korea,TRUE,645,Drum,850,0,Yes on the warm wash program only,Front,,DWC-LD1412,DWC-LD1412,AS/NZS 2040.1:2005/Amdt 3:2010,4.07349406,4,3.00E-05,0.378,"Intensive, Soak, 40 degC, 1400 rpm","Australia,Fiji,New Zealand",0.379,93043,Approved,232,70.1,Drum,0.58,600,29/10/20,,Single product class,Available,,http://Daewoo Electronics Corp.,232,70,70,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0352
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,,201,,318,"Intensive, Soak, Cold, 1400 rpm",70.1,TRUE,Cold,South Korea,TRUE,645,Drum,850,0,Yes on the warm wash program only,Front,,DWD-LD1411,DWC-LD1412,AS/NZS 2040.1:2005/Amdt 3:2010,4.07349406,4,3.00E-05,0.378,"Intensive, Soak, 40 degC, 1400 rpm","Australia,Fiji,New Zealand",0.379,93043,Approved,232,70.1,Drum,0.58,600,29/10/20,,Single product class,Available,,http://Daewoo Electronics Corp.,232,70,70,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0352
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,,201,,318,"Intensive, Soak, Cold, 1400 rpm",70.1,TRUE,Cold,South Korea,TRUE,645,Drum,850,0,Yes on the warm wash program only,Front,,DWD-LD1412,DWC-LD1412,AS/NZS 2040.1:2005/Amdt 3:2010,4.07349406,4,3.00E-05,0.378,"Intensive, Soak, 40 degC, 1400 rpm","Australia,Fiji,New Zealand",0.379,93043,Approved,232,70.1,Drum,0.58,600,29/10/20,,Single product class,Available,,http://Daewoo Electronics Corp.,232,70,70,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0352
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,,201,,318,"Intensive, Soak, Cold, 1400 rpm",70.1,TRUE,Cold,South Korea,TRUE,645,Drum,850,0,Yes on the warm wash program only,Front,,DWD-LD1422,DWC-LD1412,AS/NZS 2040.1:2005/Amdt 3:2010,4.07349406,4,3.00E-05,0.378,"Intensive, Soak, 40 degC, 1400 rpm","Australia,Fiji,New Zealand",0.379,93043,Approved,232,70.1,Drum,0.58,600,29/10/20,,Single product class,Available,,http://Daewoo Electronics Corp.,232,70,70,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0352
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIEMENS,8,,,,320,,,FALSE,Cold,Germany,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WM14W440AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.009006777,4,0,0.687,"Cottons 60, EcoPerfect, 1400rpm",Australia,0.101,93134,Approved,258,0,Drum,0.53597,,11/09/20,,Single product class,Available,,http://www.siemens-home.com.au/,260,57,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0330
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Baumatic,5,,,,420,,,FALSE,Dual,China,TRUE,450,Drum,840,,Yes on the warm wash program only,Front,,BWL5,,AS/NZS 2040.1:2005/Amdt 3:2010,2.024776878,2,0,0.952,"Cotton Eco, 60 C, 800 rpm","Australia,New Zealand",0.1,93238,Approved,173,0,Drum,0.72528,600,15/09/20,,Single product class,Available,http://www.hapl.com.au,,173,72,72,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0333
